PDGP_ID,GENUS,SPECIES,SUBSPECIES,FAMILY,GEOGRAPHIC_REGION,COMMON_NAME,IUCN_STATUS,THREATENED_STATUS,WILDBORN,SEX,AB_QC,COV_QC,REFERENCE_SPECIES,N_HET,CALLABLE,nRoH_1mb,sRoH_1mb,AVERAGE_COVERAGE,REFERENCE_LENGTH,LOCATION_LONG_LAT,LOCATION_PROXY,COLLTECTION_YEAR,ENA-SRA_SOURCE_PROJECT,ENA-SRA_SAMPLE_ID
PD_0743,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,4446412,2503098947,36,199200000,36.64,2971331530," N07.65796, E034.39719","Gog, Ethiopia",2018,PRJEB59576 (this study),ERS14600561
PD_0744,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4643566,2501524663,25,67200000,37.45,2971331530," N07.65796, E034.39719","Gog, Ethiopia",2018,PRJEB59576 (this study),ERS14600562
PD_0745,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,6821413,2498621125,32,64600000,30.7,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600563
PD_0746,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6808383,2502690248,29,68800000,59.18,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600564
PD_0747,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6582256,2496609807,31,70200000,26.23,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600565
PD_0748,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6554977,2492879341,36,106600000,29.04,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600566
PD_0749,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7355756,2506369358,19,48800000,50.26,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600567
PD_0750,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7085256,2504988303,26,132800000,36.91,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600568
PD_0751,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7190889,2506943915,27,110400000,46.27,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600569
PD_0752,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6811387,2504630684,26,85800000,40.43,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600570
PD_0753,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6660893,2504203856,25,72200000,37.16,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600571
PD_0754,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,6668194,2500231812,40,106400000,34.5,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600572
PD_0755,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,WARN,Macaca_mulatta,6580494,2477972756,27,56400000,25.64,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600573
PD_0756,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6750682,2503528945,30,63000000,36.08,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600574
PD_0757,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6723491,2495398734,18,52600000,33.48,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600575
PD_0758,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7030160,2502927423,37,161800000,48.39,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600576
PD_0759,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7213323,2499848507,23,60600000,30.2,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600577
PD_0760,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,7316855,2503638960,36,107600000,40.45,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600578
PD_0761,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6915233,2494746484,18,33000000,37.19,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600579
PD_0762,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6592928,2498315282,39,96600000,28.58,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600580
PD_0763,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6606090,2496971409,38,109200000,35.2,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600581
PD_0764,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6507242,2503680933,40,125000000,33.29,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600582
PD_0765,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,6397390,2497692071,50,182200000,28.61,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600583
PD_0766,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6383589,2486835723,32,94400000,22.29,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600584
PD_0767,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6730855,2497350356,33,85200000,42.57,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600585
PD_0768,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6642567,2493768067,25,65800000,27.48,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600586
PD_0769,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,6735444,2497989595,39,85600000,29.91,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600587
PD_0770,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,6683724,2498731388,44,106200000,40.32,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600588
PD_0771,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6719723,2498593983,29,112200000,33.82,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600589
PD_0772,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,6890657,2498703051,27,51600000,39.69,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600590
PD_0773,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,6753283,2496846067,31,85200000,28.5,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600591
PD_0774,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,6501298,2496050355,40,119800000,29.11,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600592
PD_0775,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6760117,2492887817,17,36400000,27.71,2971331530," S07.30988,  E037.17853","Mikumi National Park, Tanzania",1985,PRJEB59576 (this study),ERS14600593
PD_0776,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7249246,2496593723,19,49000000,30.69,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600594
PD_0777,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7092112,2497245202,32,141000000,29.19,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600595
PD_0778,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6958255,2492328162,34,196200000,34.1,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600596
PD_0779,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7189873,2502637041,31,116800000,35.5,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600597
PD_0780,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6793932,2502751346,53,262400000,35.23,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600598
PD_0781,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,6807450,2499212589,47,262000000,32.91,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600599
PD_0782,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7255801,2498660960,26,75600000,33.51,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600600
PD_0783,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6976504,2497618641,28,175400000,29.72,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600601
PD_0784,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7014119,2498410167,30,151000000,29.45,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600602
PD_0785,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6620972,2498060133,59,285200000,33.61,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600603
PD_0786,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7165380,2502561940,39,117800000,35.74,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600604
PD_0787,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7353930,2498860484,17,61600000,31.76,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600605
PD_0788,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,7338933,2502108908,21,59200000,36.06,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600606
PD_0789,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,6455082,2498915221,47,388400000,30.65,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600607
PD_0790,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,7213783,2501517130,37,126200000,35.82,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600608
PD_0791,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,7137303,2496325743,31,139000000,31.86,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600609
PD_0792,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,7016406,2493496479,24,159600000,24.85,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600610
PD_0793,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7158651,2500364412,26,93200000,36.36,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600611
PD_0794,Aotus,vociferans,ssp,Aotidae,AMERICAS,Spixs_Night_Monkey,LC,Unthreatened,W,M,PASS,PASS,Aotus_nancymaae,9259960,2292630320,0,0,54.85,2861668348,"captive. 30°12'21.3""N 97°18'08.5""W","Bastrop, Texas, USA",2019,PRJEB59576 (this study),ERS14600612
PD_0794_BAB,Papio,kindae,ssp,Cercopithecidae,MAINLAND_AFRICA,Kinda_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7032793,2496271912,30,136200000,35.91,2971331530," S15.05356,  E026.00521","Chunga, Zambia",2011,PRJEB59576 (this study),ERS14600613
PD_0795,Aotus,vociferans,ssp,Aotidae,AMERICAS,Spixs_Night_Monkey,LC,Unthreatened,W,M,PASS,PASS,Aotus_nancymaae,8230863,2288179834,9,16200000,32.79,2861668348,"captive. 30°12'21.3""N 97°18'08.5""W","Bastrop, Texas, USA",2019,PRJEB59576 (this study),ERS14600614
PD_0796,Aotus,vociferans,ssp,Aotidae,AMERICAS,Spixs_Night_Monkey,LC,Unthreatened,W,M,PASS,PASS,Aotus_nancymaae,8274922,2291472752,8,12400000,36.82,2861668348,"captive. 30°12'21.3""N 97°18'08.5""W","Bastrop, Texas, USA",2019,PRJEB59576 (this study),ERS14600615
PD_0797,Aotus,vociferans,ssp,Aotidae,AMERICAS,Spixs_Night_Monkey,LC,Unthreatened,W,M,PASS,PASS,Aotus_nancymaae,8151454,2287293744,16,27800000,30.49,2861668348,"captive. 30°12'21.3""N 97°18'08.5""W","Bastrop, Texas, USA",2019,PRJEB59576 (this study),ERS14600616
PD_0798,Aotus,azarae,ssp,Aotidae,AMERICAS,Azara’s_Night_Monkey,LC,Unthreatened,W,M,PASS,PASS,Aotus_nancymaae,5430651,2296301161,11,13200000,34.02,2861668348,"captive. 30°12'21.3""N 97°18'08.5""W","Bastrop, Texas, USA",2019,PRJEB59576 (this study),ERS14600617
PD_0799,Aotus,azarae,ssp,Aotidae,AMERICAS,Azara’s_Night_Monkey,LC,Unthreatened,W,M,PASS,PASS,Aotus_nancymaae,5717379,2298223529,35,56800000,34.53,2861668348,"captive. 30°12'21.3""N 97°18'08.5""W","Bastrop, Texas, USA",2019,PRJEB59576 (this study),ERS14600618
PD_0800,Aotus,azarae,ssp,Aotidae,AMERICAS,Azara’s_Night_Monkey,LC,Unthreatened,W,F,PASS,PASS,Aotus_nancymaae,5699321,2297301805,25,40000000,39.31,2861668348,"captive. 30°12'21.3""N 97°18'08.5""W","Bastrop, Texas, USA",2019,PRJEB59576 (this study),ERS14600619
PD_0801,Aotus,azarae,ssp,Aotidae,AMERICAS,Azara’s_Night_Monkey,LC,Unthreatened,W,M,PASS,PASS,Aotus_nancymaae,5759316,2297041370,19,30400000,41.08,2861668348,"captive. 30°12'21.3""N 97°18'08.5""W","Bastrop, Texas, USA",2019,PRJEB59576 (this study),ERS14600620
PD_0802,Aotus,griseimembra,ssp,Aotidae,AMERICAS,Grey-handed_Night_Monkey,VU,Threatened,W,M,PASS,PASS,Aotus_nancymaae,3955374,2288694547,170,543800000,38.99,2861668348,"captive. 30°12'21.3""N 97°18'08.5""W","Bastrop, Texas, USA",2019,PRJEB59576 (this study),ERS14600621
PD_0803,Aotus,griseimembra,ssp,Aotidae,AMERICAS,Grey-handed_Night_Monkey,VU,Threatened,W,M,PASS,PASS,Aotus_nancymaae,3800531,2290109667,185,683400000,41.46,2861668348,"captive. 30°12'21.3""N 97°18'08.5""W","Bastrop, Texas, USA",2019,PRJEB59576 (this study),ERS14600622
PD_0804,Aotus,griseimembra,ssp,Aotidae,AMERICAS,Grey-handed_Night_Monkey,VU,Threatened,W,M,PASS,PASS,Aotus_nancymaae,4459437,2289047822,120,386000000,37.56,2861668348,"captive. 30°12'21.3""N 97°18'08.5""W","Bastrop, Texas, USA",2019,PRJEB59576 (this study),ERS14600623
PD_0805,Aotus,griseimembra,ssp,Aotidae,AMERICAS,Grey-handed_Night_Monkey,VU,Threatened,W,M,PASS,PASS,Aotus_nancymaae,4146213,2287313279,166,507600000,28.64,2861668348,"captive. 30°12'21.3""N 97°18'08.5""W","Bastrop, Texas, USA",2019,PRJEB59576 (this study),ERS14600624
PD_0806,Aotus,azarae,ssp,Aotidae,AMERICAS,Azara’s_Night_Monkey,LC,Unthreatened,W,M,PASS,PASS,Aotus_nancymaae,2358339,2299636292,503,970600000,55.39,2861668348,"25°58'12.2""S 58°10'41.6""W","Formosa Province, Argentina",2013,PRJEB59576 (this study),ERS14600625
PD_0807,Aotus,azarae,ssp,Aotidae,AMERICAS,Azara’s_Night_Monkey,LC,Unthreatened,W,F,PASS,PASS,Aotus_nancymaae,2091615,2274592126,525,1001400000,36.53,2861668348,"25°59'08.5""S 58°10'31.9""W","Formosa Province, Argentina",2013,PRJEB59576 (this study),ERS14600626
PD_0808,Aotus,azarae,ssp,Aotidae,AMERICAS,Azara’s_Night_Monkey,LC,Unthreatened,W,F,PASS,PASS,Aotus_nancymaae,1735028,2294737739,540,1097600000,35.25,2861668348,"25°58'28.0""S 58°11'02.3""W","Formosa Province, Argentina",2003,PRJEB59576 (this study),ERS14600627
PD_0809,Aotus,azarae,ssp,Aotidae,AMERICAS,Azara’s_Night_Monkey,LC,Unthreatened,W,M,PASS,PASS,Aotus_nancymaae,1929277,2298506999,484,1272800000,37.66,2861668348,"25°58'04.6""S 58°10'42.9""W","Formosa Province, Argentina",2003,PRJEB59576 (this study),ERS14600628
PD_0810,Aotus,azarae,ssp,Aotidae,AMERICAS,Azara’s_Night_Monkey,LC,Unthreatened,W,F,PASS,PASS,Aotus_nancymaae,2109059,2297635492,519,1035000000,35.63,2861668348,"25°58'12.0""S 58°10'45.1""W","Formosa Province, Argentina",2003,PRJEB59576 (this study),ERS14600629
PD_0811,Aotus,azarae,ssp,Aotidae,AMERICAS,Azara’s_Night_Monkey,LC,Unthreatened,W,F,PASS,PASS,Aotus_nancymaae,1870285,2294308497,541,1036600000,36.86,2861668348,"25°58'04.4""S 58°10'20.6""W","Formosa Province, Argentina",2002-2017,PRJEB59576 (this study),ERS14600630
PD_0812,Aotus,azarae,ssp,Aotidae,AMERICAS,Azara’s_Night_Monkey,LC,Unthreatened,W,M,PASS,PASS,Aotus_nancymaae,1956863,2295209791,539,1029000000,37.51,2861668348,"25°58'04.4""S 58°10'20.6""W","Formosa Province, Argentina",1994-2007,PRJEB59576 (this study),ERS14600631
PD_0813,Aotus,azarae,ssp,Aotidae,AMERICAS,Azara’s_Night_Monkey,LC,Unthreatened,W,M,PASS,PASS,Aotus_nancymaae,2346279,2295802564,513,992000000,33.83,2861668348,"25°58'04.6""S 58°10'42.9""W","Formosa Province, Argentina",2001-2017,PRJEB59576 (this study),ERS14600632
PD_0814,Aotus,azarae,ssp,Aotidae,AMERICAS,Azara’s_Night_Monkey,LC,Unthreatened,W,F,PASS,PASS,Aotus_nancymaae,2186768,2295056580,518,980600000,36.01,2861668348,"25°58'25.5""S 58°10'48.4""W","Formosa Province, Argentina",1997-2007,PRJEB59576 (this study),ERS14600633
PD_0815,Aotus,azarae,ssp,Aotidae,AMERICAS,Azara’s_Night_Monkey,LC,Unthreatened,W,M,PASS,PASS,Aotus_nancymaae,1979238,2293247335,520,1041800000,36.2,2861668348,"25°58'04.7""S 58°10'33.7""W","Formosa Province, Argentina",2004,PRJEB59576 (this study),ERS14600634
PD_0816,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,8889119,2565162810,2,3800000,34.53,2955490605,NA,Sumatra,NA,PRJEB59576 (this study),ERS14600635
PD_0817,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,9138987,2562608705,0,0,33.86,2955490605,NA,Sumatra,NA,PRJEB59576 (this study),ERS14600636
PD_0818,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,9189631,2566702673,1,1600000,32.88,2955490605,NA,Sumatra,NA,PRJEB59576 (this study),ERS14600637
PD_0819,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,8221545,2563904294,3,3400000,33.99,2955490605,NA,Sumatra,NA,PRJEB59576 (this study),ERS14600638
PD_0820,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,8138514,2565195703,22,55200000,34.51,2955490605,NA,Sumatra,NA,PRJEB59576 (this study),ERS14600639
PD_0821,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,7929335,2568027359,67,187600000,35.82,2955490605,NA,Singapore,NA,PRJEB59576 (this study),ERS14600640
PD_0822,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,8056631,2568249014,55,183600000,35.77,2955490605,NA,Singapore,NA,PRJEB59576 (this study),ERS14600641
PD_0823,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,8084160,2564246724,47,191800000,28.91,2955490605,NA,Singapore,NA,PRJEB59576 (this study),ERS14600642
PD_0824,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,M,PASS,PASS,Macaca_mulatta,8206684,2538293268,39,79800000,35.35,2955490605,NA,Singapore,NA,PRJEB59576 (this study),ERS14600643
PD_0825,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,F,PASS,FAIL,Macaca_mulatta,5979577,2193549669,194,582000000,37.46,2955490605,NA,Mauritius,NA,PRJEB59576 (this study),ERS14600644
PD_0826,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,7280269,2558715027,177,523800000,49.01,2955490605,NA,Mauritius,NA,PRJEB59576 (this study),ERS14600645
PD_0827,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,6987212,2492737970,186,507200000,35.56,2955490605,NA,Mauritius,NA,PRJEB59576 (this study),ERS14600646
PD_0828,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,9255566,2522706039,4,5000000,33.58,2955490605,NA,Viet/Cambodia,NA,PRJEB59576 (this study),ERS14600647
PD_0829,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,9839005,2576510819,3,5200000,33.05,2955490605,NA,Viet/Cambodia,NA,PRJEB59576 (this study),ERS14600648
PD_0830,Macaca,fascicularis,ssp,Cercopithecidae,ASIA,Nicobar_Crab-eating_Macaque,VU,Threatened,W,F,PASS,PASS,Macaca_mulatta,9580310,2572860408,0,0,32.56,2955490605,NA,Viet/Cambodia,NA,PRJEB59576 (this study),ERS14600649
